ID,IDADE,SALARIO_ANUAL,SITUCAO_MORADIA,ANOS_EMPREGO,MOTIVO_EMPRESTIMO,RANKING_EMPRESTIMO,VALOR_SOLICITADO,TAXA_DE_JURO,RISCO_INADIMP,EMP_VS_RENDA,HISTORICO_INADIMP,ANOS_DE_CREDITO
JJ9MubBs-MS2ZPtXOztiS-ubde5Z0ezT25-7wHx,27,35000,Alugada,1,Empreendimento,A,3500,8.59,0,0.1,N,6
jJAO7zdZ-S68384v7jL8L-Y5eLwseoimQp-gYPb,30,23000,Alugada,3,Pessoal,C,6500,14.72,0,0.28,N,10
JjaSmRzD-jRCwdBwsmaSE-xJ55aMBlyfYS-408a,25,120000,Hipotecada,9,Pessoal,B,10000,10.37,0,0.08,N,3
JJbntK8m-tfP9RZ4Nu0Ck-ty9uI2ZIAKfB-mIKs,24,38000,Própria,6,Médico,B,1000,10.08,0,0.03,N,4
jJcKdDDJ-pm13ZWY7Km0d-sbP0eUYCPyZZ-reJm,24,60000,Própria,4,Educativo,A,5000,5.79,0,0.08,N,3
jJE0WoZx-kqE6jQieY4sU-ZTgJSN6YbJON-kJNc,22,55000,Hipotecada,6,Empreendimento,A,10000,5.79,0,0.18,N,2
JJEayYSX-81CNtI9hyjxg-8UZ2YUee7ytv-emcp,39,164000,Hipotecada,18,Empreendimento,C,35000,13.99,0,0.21,S,14
jJGwDM3Q-HvjkJBzNUy3h-wRMrU0WjOhnv-t7oS,40,90000,Alugada,1,Educativo,B,2800,11.11,0,0.03,N,13
JjiOLJEA-A15HutRXOsUb-qnW5bdXOQMTB-7CU1,23,85000,Alugada,2,Empreendimento,C,12000,13.16,0,0.14,S,4
JJKjNN3w-JcfnwR19lYiR-ij6mJn7wWhpq-ef5H,21,10000,Própria,6,Empreendimento,D,1600,14.74,1,0.16,N,3
JjKLxqlv-wquvi1FZ11zK-f87CBosfDqZq-ab8X,29,33000,Hipotecada,8,Educativo,B,5600,11.71,1,0.17,N,6
jJlFXbwE-tIPFpH4St4XA-ywfhv7Rxdsr1-FPHI,22,66000,Alugada,6,"Pagamento de débitos",E,11750,17.14,1,0.18,N,2
jjMApebZ-97SWe9XIzezp-0jw6pZbgjTWU-xNer,22,83000,Alugada,6,"Pagamento de débitos",B,12000,11.71,0,0.14,N,4
jjMFyZIv-sBi1ADYcv0Pd-WRBRyQfShmqh-iNS7,28,159000,Alugada,5,Pessoal,D,6000,15.95,1,0.04,N,10
JjmSq9Wg-hX88bGgkTqQW-kYDeDpszL64S-dqA4,25,60000,Alugada,3,Médico,B,8000,11.86,0,0.13,N,4
jjn78LsT-CN7Um4E2zaxt-IHnmDGK3D9Pt-JQ8X,23,32000,Alugada,7,Empreendimento,C,10000,13.11,1,0.31,S,4
jJn9ulyk-2baMGEzUxQIL-8nLLvO6EXbJ0-lNAu,27,30996,Alugada,4,"Pagamento de débitos",D,5775,14.91,1,0.19,N,10
JJNScA4j-MhsvMb0CEG7c-1WjRFgQfNUct-7csy,26,80000,Hipotecada,3,Educativo,A,18000,5.79,0,0.23,N,4
JJPbcyv0-LjTPGAamSen0-83hEsws7C5qb-H73q,30,101500,Alugada,2,"Melhora do lar",B,18000,12.18,0,0.18,N,7
JjRzhMxz-lRG4O7tXui4v-ka1sxHFGZc3M-KKPP,22,80000,Alugada,2,Educativo,B,12000,11.71,0,0.15,N,4
jjSv7qfo-OmjMc0zq35dQ-FwnkJJxIaaMM-hDBk,45,48000,Alugada,2,"Pagamento de débitos",B,10000,11.86,0,0.21,N,16
JjU5WlOC-GDCTqYJkrIC0-QJPE2fR9TykZ-zITP,37,38000,Alugada,4,Pessoal,D,6000,15.33,0,0.16,S,16
JjvpDtHS-FTRgIf5pPC9E-PPxId2tQgi7A-F48N,33,100000,Própria,3,Médico,B,25000,12.18,0,0.25,N,10
jjWb94MX-PR1Ccg61bP2y-kA4GvqG4Y7A1-qBIl,24,22100,Alugada,4,Educativo,C,8000,13.23,1,0.36,N,2
jJwX4SFG-IK1jC8TF0o2z-GEBGI1g2Xsp8-jXD4,24,35004,Alugada,3,Pessoal,B,18250,11.49,1,0.52,N,4
JJxUnLdi-IIBHhWU1vzzm-FRsdUCvLou0H-fnmz,21,34000,Hipotecada,5,Pessoal,A,7200,6.76,1,0.21,N,2
jjZX5syx-hNP6oISpEw6p-FamFQvRNACbi-sxXb,24,39000,Alugada,3,Médico,D,4000,14.61,0,0.1,S,4
jk0dC2CU-eqLactrLMx2s-daW3OK33uGyQ-4Z6E,23,120000,Alugada,1,Educativo,B,25600,12.69,0,0.21,N,3
jK1TSBdj-367Xdb2eKbFr-KYECrjwtwZqH-3Ljv,21,60000,Hipotecada,5,Educativo,A,6000,6.91,0,0.1,N,2
jK1zq3L6-iUjS9CtTUi1P-qISbJLwbk8sA-juGA,33,135000,Própria,0,Pessoal,A,6275,6.91,0,0.05,N,7
Jk2Se9M6-0PhcN7jhrypS-P4w6TlOXNrr6-pG8A,23,105999,Hipotecada,6,Empreendimento,B,8550,9.88,0,0.08,N,2
jk6PXGhs-xOr5l8Kwi4r3-eKDiulzrR2hg-YsNW,26,72000,Alugada,6,Pessoal,A,15000,6.92,0,0.21,N,3
jK8STghC-laekA0s4dgdN-hvbQprQWg1g4-zOHp,24,58000,Hipotecada,3,Educativo,D,11000,16.77,0,0.19,N,4
jk8ZIC5f-BhsE05ml6l6p-Qpa9IlE70Bvi-SReR,26,172500,Alugada,3,"Melhora do lar",B,20000,11.83,0,0.12,N,2
jKa8cszq-EHzWAcF7q9UO-rQfHJHS0mvwg-LOIo,21,24000,Alugada,0,Médico,B,1000,10.99,1,0.04,N,2
jKBAchaZ-kdOzqBpzbf6l-CEXjgpSHBX4O-wM20,25,101877,Alugada,9,Empreendimento,B,6600,10.99,0,0.06,N,2
jkcfltHI-wsvAHvi3eqHW-blv0LZgBD0ES-6eTP,23,135000,Hipotecada,1,Educativo,D,12500,15.99,0,0.09,N,4
jKe1hbwx-7rxxan6q87CP-Tksqg7NhMhRC-MYoz,23,62400,Hipotecada,4,Empreendimento,A,7200,8.9,0,0.12,N,4
jkea7scS-5i8KL4M1nFEC-Z42tstsW4uHW-Ffi2,23,85000,Hipotecada,2,Educativo,A,5000,5.42,0,0.06,N,2
jkFgTFOp-YOlz0p4ZPO7r-ypvbzPMolotb-ZlRB,22,30000,Alugada,3,Médico,D,5000,18.25,1,0.17,N,2
jkGUrIiU-4l8fjmh7c7Uv-e78rRc2onedm-6tZk,36,75000,Hipotecada,9,Pessoal,A,24000,7.51,0,0.32,N,13
jKHgznhp-Bb9su4RjkG4y-CX3RM5BNcJpA-bqqP,38,23868,Hipotecada,0,"Melhora do lar",B,7750,12.53,1,0.32,N,14
JKhnQjdA-noFxQ7LaxqMv-0JOuhAUqxrmh-yE3L,49,23004,Alugada,6,Pessoal,D,3250,15.21,0,0.14,N,12
jKhWE0wQ-HT1Rpmz9Tivu-0v7wW4yEOop1-0zCB,27,100000,Alugada,9,Médico,B,20000,12.69,0,0.2,N,5
JkhZQUPS-c8UQmydCm3ta-1pGLtE7Icest-NLQZ,23,57188,Hipotecada,7,Empreendimento,A,17450,6.62,0,0.31,N,3
Jkit89lC-LmdqjxmJiqUf-PfSsUdCBUYSo-jUwm,23,45000,Própria,0,Empreendimento,C,8000,12.84,0,0.18,S,2
JkKRmhSJ-aYOKFzbvi8dY-W7njO5S8SkOC-Mp8B,22,38004,Própria,0,Empreendimento,D,3000,12.92,0,0.08,S,3
jKl3POt2-1lnrOgdtUY2u-brzZpEtU6AIw-NZKN,27,106000,Alugada,11,Educativo,C,3600,14.27,0,0.03,N,5
jKLUkLfb-WnW9YFFnC1bd-9uQMIU9X2lNC-udBU,32,38000,Alugada,3,Empreendimento,A,6350,5.79,0,0.17,N,6
JKlzLTbz-FUmEtOdXCoCm-YqC50kMFr6H4-ZMsh,22,30000,Hipotecada,3,Médico,B,1750,10.99,0,0.06,N,4
jKmhPzFa-Lxb1Q7MtbpvH-5dzgtEyEGBZe-Z4CS,21,24000,Alugada,5,"Pagamento de débitos",C,13000,12.87,1,0.54,N,2
JKOcektC-AqAoH2UnABwy-d1s1MPUrRhoY-ypnb,26,50000,Hipotecada,2,Pessoal,D,20000,13.3,0,0.4,N,3
JKpLSHiP-9CWWHrAvCusJ-1USbjrzTdhlK-48Bl,23,62000,Hipotecada,8,"Melhora do lar",C,9000,11.03,1,0.15,N,2
jKqjxuYz-BK1MghzWXw1c-CH4nqlzXPLe5-rhBq,22,57175,Alugada,6,"Melhora do lar",F,16000,17.15,1,0.28,N,4
JKQOJKID-vjBd0aqOJPUS-jrWvwcUfBHIj-vKIo,26,30000,Alugada,7,"Pagamento de débitos",D,5000,14.42,1,0.17,N,4
JKRCu6Gv-sHaECLrDSv67-tXFqmPo4YsHS-W1i6,25,30000,Alugada,0,Médico,C,4200,12.23,0,0.14,S,4
jksvcATF-ArTss9LKWqbr-RPL54KPH3itC-vLWH,25,102000,Hipotecada,5,Educativo,B,6975,9.91,0,0.07,N,3
jKTiQdH7-hs7Y1d6iG9A0-aWQ0nNmhRoiM-fpMF,28,78000,Hipotecada,12,"Melhora do lar",B,24000,11.83,1,0.31,N,7
JKWwOs33-4aZsCBlrwCpw-KcU1lRP47Nsy-9tAE,22,45000,Hipotecada,3,Educativo,B,4000,11.83,0,0.09,N,3
jkxmWnJM-7EEkXULZJxEo-2gN9egBCmRLp-gkML,24,60000,Alugada,3,"Pagamento de débitos",A,3200,7.14,0,0.05,N,3
JKXYxO5x-AMdhCufYu4cA-8LHvTtKYJECL-GaEQ,25,32000,Alugada,0,Educativo,A,4800,7.14,0,0.15,N,3
jKzBhTxh-o0s9UDHqLcP5-MKTbZtFXywsl-Yy0D,34,33666,Alugada,4,"Pagamento de débitos",D,8000,17.49,1,0.24,S,5
jkzmWjkj-U6O4dtwCnbWS-drMKZ5ETGRxf-21Xe,24,28800,Alugada,5,Médico,B,12250,9.99,1,0.43,N,4
Jl0aqXex-SUFUwwANIcyx-lhQI2T2giEQT-FpyP,24,70000,Própria,0,Educativo,B,15000,12.18,0,0.21,N,2
jL1ogTmi-uIKCyyuirHW5-fxFQCq4CAJH6-LX2p,21,32868,Própria,2,Empreendimento,C,2500,13.61,0,0.08,S,3
jl27Swkx-xEP9uKNXu9Xl-Ctvt6mCEHJsK-ZtDw,28,62352,Hipotecada,3,Educativo,A,3800,6.62,0,0.06,N,6
JL4GIgXB-mqEfiYgtwSkA-n4eyQ1jYQoKw-lANr,47,54000,Hipotecada,1,"Pagamento de débitos",B,4000,11.58,0,0.07,N,11
JL4yCNtU-xTcaoCijIT19-G0QZbN6JMTK0-L1CJ,25,53600,Alugada,1,Educativo,A,7300,8,0,0.14,N,4
jL5B8hw4-ozp389bD7HKK-ioHljMSo9OxA-kaWx,26,120000,Hipotecada,10,Médico,C,5000,13.49,0,0.04,S,2
jl60pqg0-6Th3lGMvNNBX-EqXbjd7TI6rg-1e69,23,39000,Alugada,2,"Pagamento de débitos",D,1200,15.95,1,0.03,N,2
jl6JAb9j-xxxeJB4znP82-IAPaNGXRZZwo-l88A,33,44000,Alugada,2,Médico,C,9600,13.16,0,0.22,S,5
jl6khzvc-5Y2B321I76ql-Y9nNAW4DCZkh-f064,28,35600,Alugada,3,Educativo,A,4000,7.49,0,0.11,N,6
jl93ZUqv-XELHXSD9G09q-aYbHQ0Cjr2f3-jRHS,22,53808,Hipotecada,5,Pessoal,A,6000,8.9,0,0.11,N,2
Jl9Av4Mk-n59vPLlaZbsO-9JTgtEhYTr0S-nH4p,34,135000,Hipotecada,2,Pessoal,A,15000,5.42,0,0.11,N,6
JL9HkQJP-34AZfdC7YeyD-2KhJ27qoidNO-8P2M,25,20000,Hipotecada,1,Empreendimento,A,4000,5.79,0,0.2,N,4
jLANK9f2-nC37sJjevexX-6xR0hK8UJPDB-3WC6,23,108000,Hipotecada,1,Educativo,B,14000,11.89,0,0.13,N,2
JLAq8dlx-tu7tAvrwUxDi-ooLminq4GkBo-RevJ,27,90000,Hipotecada,8,"Pagamento de débitos",A,12000,7.29,0,0.13,N,5
JLC4RCg3-FxvupZhNTnDh-yn4mHBlW8cC3-uZXF,27,41500,Alugada,0,Médico,C,10000,11.09,0,0.24,S,6
JlEW4tWH-fYqjnWY9LD9K-xzciTzipbFJk-Ubxh,26,56000,Alugada,7,Médico,E,22000,17.19,1,0.39,N,3
Jlf5l7aS-JInt4Lf2xZ2O-vuS4E6rWFBrT-WPBM,24,115500,Hipotecada,8,"Melhora do lar",A,10000,7.75,0,0.09,N,4
JLgwkYCL-jO0Mk46isq0y-xy4gTK6ruIs3-q7Zl,24,85000,Hipotecada,7,Empreendimento,A,12000,5.99,0,0.14,N,2
jLgZGRHX-g8eNFl1Jo5df-Py93xTi9yfIq-iDsG,24,40000,Própria,8,"Melhora do lar",C,7500,13.22,0,0.19,N,3
JLH7jvm3-ZkvxY8UKXY3C-85hTIcgI9kfO-5vcs,22,70500,Alugada,1,Empreendimento,B,5000,11.14,0,0.07,N,4
JLHGzMaM-4djRYhuL7pZI-2aYnQML0cTrM-FD1T,35,52000,Alugada,2,Médico,B,3000,11.48,0,0.06,N,6
jLknhHCL-ARSC39McFm90-B9Wko2xKENyt-Uhxr,23,42000,Hipotecada,3,Educativo,C,5400,11.78,0,0.13,N,4
JlPoAFu4-fq0ZkcDe5NjM-OSvknyC6l2Pv-yavd,29,46000,Hipotecada,13,"Melhora do lar",B,4800,11.86,1,0.1,N,9
jLpzUdaE-uKFD8awQq6EK-KxL8CMLjFPX6-kSE7,25,79000,Própria,9,Empreendimento,B,14500,11.48,0,0.18,N,3
jlQ1dTvg-AvlSsWb2CMv8-0ZIhTqwuTNFy-B8x4,36,45000,Alugada,12,Médico,D,10000,15.99,0,0.22,N,14
jLR4lsXv-OIpUch23KhwU-9Ye4lb5thxSn-EAw5,24,176004,Hipotecada,2,"Pagamento de débitos",B,3200,10,0,0.02,N,4
JLsrS3HG-IeuQCccGfUuk-oGouz9v1zJfO-bpil,22,38790,Alugada,0,Educativo,C,4800,13.8,0,0.12,S,3
jlTq7OEa-R9zJgGAk7HFn-tP7BObr6nEoQ-CFGW,23,30500,Hipotecada,6,Médico,D,3000,14.96,1,0.1,S,2
JlUBw7JQ-oncAxLSQpgAz-HooDqMsZp81H-dLuq,25,55000,Alugada,2,Empreendimento,C,10800,13.57,0,0.2,N,2
JlufuOra-1s9a5MDStU6U-AXkpSlIacTmT-ayGI,27,111000,Alugada,11,Pessoal,A,28000,7.9,0,0.25,N,8
JlUHLUZA-rfPywoPqremP-ROOhkXb3MoC4-CC80,24,64000,Hipotecada,8,Educativo,A,5000,7.88,1,0.08,N,4
Jlxsf6nQ-CC1kTWjG9hw8-PjmaXDh1P73I-ku4w,22,30000,Hipotecada,6,Empreendimento,A,6950,9.32,0,0.23,N,4
JlYTFK2e-5Y9bMUEcEO1H-jd8tebQiWEYb-xikC,32,89000,Alugada,0,Médico,A,12000,8.94,0,0.13,N,6
jLYZG9Ef-8dUqIhgAYQkv-0TJlRSFkCToo-4Qs1,25,69000,Alugada,9,Pessoal,D,25000,17.49,1,0.36,N,2
JM0FNDHl-CBJRPD671pxC-R42PtWUEiAqa-ycUZ,26,48000,Alugada,3,"Pagamento de débitos",B,8000,9.96,0,0.17,N,3
jm0TyK56-sSwqMUvOEYCk-U3y62XYMAKDl-9wmS,25,20000,Alugada,2,Empreendimento,A,4000,7.29,0,0.2,N,3
JM3ryOKf-6nKHCX50AH6N-3cENblyWKyWD-7gP1,34,106000,Alugada,3,Educativo,B,3000,11.12,0,0.03,N,7
Jm4rDgWT-igjiskiBf1f7-MURzk1UOhsAO-nklc,21,42000,Alugada,5,Empreendimento,D,1000,15.58,1,0.02,N,4
jmAx8QTT-hBPyaYAo5ufz-rE1T7icBAXj4-P38v,27,59000,Hipotecada,11,Médico,A,4000,5.79,0,0.07,N,6
jmBjzcHm-YNpuG3PYDOIu-nyb9TwYfz2QR-8c3f,27,45000,Alugada,1,Educativo,A,7000,7.49,0,0.16,N,9
JmBMwBgt-pBFQIltvEXLE-24tYuB5Q4k5O-XfNj,23,26000,Hipotecada,7,Médico,A,5000,7.91,0,0.19,N,2
jmBYAQ29-O8ySIGLoG2m2-zm3IKUT1j83O-ZSaQ,38,192000,Hipotecada,22,"Melhora do lar",A,5600,7.9,0,0.03,N,14
JmcHMWYd-mYZW5ltbYDpw-SSyEmxvepgn2-49o2,29,60000,Hipotecada,0,Educativo,B,2400,10.75,0,0.04,N,9
jMDSeCqX-akAS11hNTA5o-3vjFasFfZ30U-NyMu,27,157544,Hipotecada,8,Empreendimento,C,35000,12.99,0,0.22,N,8
JMeQisLP-8wMt00CRs4fj-UeT5IxUhlTby-I4H2,22,24000,Própria,3,Educativo,B,6000,11.49,0,0.25,N,4
jMFYOAq4-eM910G191naS-nC7R5BMZlY9j-1KsT,24,47000,Alugada,3,Pessoal,F,24000,17.8,1,0.51,N,2
JMIiK2sL-GBcHT1lj4XZF-XaBjG1Ma8pJB-sTRr,21,44000,Alugada,5,Empreendimento,D,8000,16.29,1,0.18,N,3
jmIXJZdD-gnY5ZFo8DuPA-vFGkwlxhhsrs-PnaU,28,66000,Alugada,12,"Pagamento de débitos",A,8400,7.51,1,0.13,N,8
jmJXcddC-rDMNou6QQl2u-HzOFcgNtcOHy-qLFU,30,24414,Alugada,0,Médico,A,5000,6.91,0,0.2,N,7
JMK3n18v-uvth5AsdPNwd-wU12ATceN6ND-hZHG,23,92004,Hipotecada,7,Educativo,B,24250,11.12,0,0.26,N,2
JML0q3cn-5eQqDCALsfIg-gHog6asYxKSG-xniC,26,53000,Própria,8,Pessoal,B,16000,10.25,0,0.3,N,2
JMMec4ZF-rvgS13PlTwlB-WWPFKB0QIypN-1R53,24,65000,Alugada,2,"Pagamento de débitos",B,6400,10.65,0,0.1,N,2
jmMnl891-zeTRbCPwGuWd-5KymG8gifFH3-lnCE,25,42000,Alugada,9,Médico,C,10000,14.27,0,0.24,N,2
JmMpbIz1-jGgX8jCxWKfd-XsGOMzt3WEe5-Yl0K,23,50000,Alugada,7,Pessoal,A,15000,7.88,0,0.3,N,4
jmOlb6zx-KYvf4FeYJNq3-pBTn7f8qUHva-x8BO,35,79500,Hipotecada,5,Pessoal,D,9600,14.61,0,0.12,S,5
JMqDDnZ0-JOeeCOgwYCvm-5dfrBOboX12i-ounU,28,52000,Alugada,4,Médico,C,5000,12.23,0,0.1,S,9
jMrC17CB-OYssj5n99zie-jvwtPaUZ1bZE-qfzg,48,28000,Hipotecada,7,Educativo,A,7500,7.74,0,0.27,N,17
JMsbJPg6-eLk6P9CDj6Sj-Xu1YIEMzIqZc-oJBW,25,32400,Alugada,1,Educativo,C,2000,14.35,1,0.06,N,2
JMsgWhrw-eH0d6fOOXhXp-PsH5c46EKASa-7gtd,24,63000,Hipotecada,8,Pessoal,C,11400,13.79,0,0.18,N,4
jMtwOZzr-mMuejNeY990Z-olIOkv18oHeO-7bmb,26,136000,Alugada,2,Pessoal,C,12000,14.72,0,0.09,S,2
jmUyntlI-tWSoAEzqdcZM-saIxn242aZbg-6nfn,43,46000,Alugada,2,Médico,D,13000,15.7,1,0.28,S,15
JMvDIlaW-3rZBSzIlk2rf-76o0EKdpWCL5-8Wsf,22,60000,Alugada,6,Médico,C,8000,14.72,0,0.13,S,2
jmXOzq08-DZux6Qgjvq8Z-qPPTB1Jfvi9K-9bHl,26,148000,Alugada,1,"Pagamento de débitos",E,20000,17.99,1,0.14,N,3
jmYuF49a-NigKr8RIXw57-PLAs0b5SqZea-NFcI,36,60000,Hipotecada,12,Educativo,A,15000,7.88,0,0.25,N,17
JmzSlgg8-NuHKmXpN6afw-4ocAaInEce7q-srXo,31,79100,Hipotecada,4,Educativo,A,19150,6.99,0,0.24,N,6
Jn0LLjs7-hUGfPDinFiT1-NwCwCyDrGNz6-iY1t,39,68000,Alugada,1,Educativo,C,5000,13.49,0,0.07,S,11
jn8Ia4cU-z64JrPhvYPrw-tzg1Gii9lso9-K7nU,33,85000,Hipotecada,12,"Melhora do lar",A,8000,7.14,0,0.09,N,8
Jn9jzzpD-WpyzZJkhwZJP-JClGuDpNOddX-EpOg,32,78000,Hipotecada,3,"Pagamento de débitos",A,8000,6.99,0,0.1,N,10
Jn9njDuI-maJz4P46PfUo-0ahqI4L1Oe4c-8Qyh,35,43772,Hipotecada,11,Médico,A,15000,7.51,1,0.34,N,6
JnBGWgOk-FxdZEIRTATNg-L3whta3Xe5Lt-ItrQ,30,59000,Alugada,4,Pessoal,A,4000,8.94,1,0.07,N,7
jNBOGqFp-uWdmtLlYyyMZ-Fx1ujDw0YQlx-0XmS,22,60000,Alugada,6,Pessoal,B,5600,10.65,0,0.09,N,4
jnCa5qAT-bL5IdW7KEpJH-6fqYXEdTgOWy-38J3,25,40000,Alugada,3,Educativo,B,16000,11.71,1,0.4,N,4
jncaQ4xA-2BUTJPvb5BXL-q5QmjQgECUNL-2K5e,29,46500,Alugada,5,Empreendimento,C,2500,13.92,0,0.05,S,9
JNDjmpun-NeuDPUaGvDkw-s4T1mWhCDiZW-yScC,26,39000,Hipotecada,4,"Pagamento de débitos",D,5000,13.67,1,0.13,N,3
jndKGELN-bvnj920dY8Yf-GL8Pq9CUAYQZ-DiT4,24,62677,Hipotecada,2,Médico,B,6000,10.2,0,0.1,N,2
JnDKWg0j-z89p0KgbxTX4-M8htdZFEZ7Df-RAJE,24,70000,Alugada,3,Educativo,B,25000,11.86,1,0.36,N,4
JNDXBAdW-d32xjwHmKfzx-bFXBTSsIWHzs-SYx3,39,58000,Alugada,5,Educativo,B,21000,10.83,1,0.36,N,16
jNG3HSGb-oonX4G7Qk1TQ-f73uoh1IxkoA-y8NR,24,12360,Própria,2,Médico,C,1600,13.57,0,0.13,N,3
JnJZZC89-TbHpnvW8Fli3-FZ6tNyCBz80h-wf7t,22,78000,Hipotecada,6,"Pagamento de débitos",B,9600,10.95,0,0.12,N,2
Jnkm6XM9-2agiPCNXEJrW-tmkowqjCfJjF-J4ie,24,15120,Alugada,4,Médico,A,1600,7.51,0,0.11,N,3
JnkweBmj-XUegeNo7UcoU-5Fvjg7F6czS7-FULX,27,56000,Própria,7,Empreendimento,C,1000,14.65,0,0.02,N,8
jNM2Ioa3-a6hgXfRIwDBY-A0yx1jfaJD4r-zBEq,31,32000,Hipotecada,0,Médico,C,2000,13.61,0,0.06,S,6
jnmv69oK-5GeRnRXRgTSX-yw3gXPlxhGlD-I5Ws,27,36000,Alugada,3,Médico,B,5800,12.42,0,0.16,N,10
JNn53RX6-JI6LRwET1ZRY-PKWXigIkMgb7-e7ra,24,33600,Alugada,5,Pessoal,B,4450,11.49,0,0.13,N,4
jNNL0XxD-kvlUcKqj7onL-5oS8DBZcGBke-4TQe,35,90000,Alugada,3,"Pagamento de débitos",B,11000,11.99,0,0.12,N,10
jnNsHTvE-mqh35cd86dJt-ga4wTFsLUyX6-pFxl,21,81600,Hipotecada,6,Educativo,A,14400,6.92,0,0.18,N,4
jNpAqY8k-yoCAM1dvUe8z-9xTKrfXmybEy-ttjy,23,105000,Alugada,7,Pessoal,B,7200,11.71,0,0.07,N,4
JnpGIexh-eQtOjuhPuMPD-XIs7yJigAuOm-zGub,31,36000,Alugada,2,Empreendimento,D,2800,16,1,0.08,N,9
JnQY6QaY-tPDGWJEkvI0X-6L6sXSPbDWWO-MtXl,26,148000,Alugada,1,Educativo,F,24000,18.3,1,0.16,N,2
jNvj7D8j-CeA4OCORyMdU-SnZi6zbC1Nek-AYwB,24,45000,Alugada,7,"Pagamento de débitos",D,9600,15.31,1,0.21,S,3
Jnw0fypP-AQQbGvslCfLZ-pm4GMXXsJJYp-u4aU,22,30000,Alugada,4,"Melhora do lar",D,8500,15.05,1,0.28,S,4
JNWDn31d-TYhkquZiX69o-XeJ9QW1eo5AR-x1ZX,23,55000,Alugada,4,Médico,B,4000,12.53,0,0.07,N,2
jnWswthh-qOJbArw5hKw5-yZbR05Byu1vT-JXT8,34,73600,Hipotecada,10,"Melhora do lar",B,15000,12.42,0,0.2,N,7
jNzAxxYy-Q7d802SAwNTd-aTov7E55rZny-EKfb,24,150000,Hipotecada,5,"Pagamento de débitos",B,20000,10.51,0,0.13,N,4
Jo22eKLF-BkaKnPwPqq7m-KZXveDbRFsDM-bKku,29,84996,Hipotecada,13,"Pagamento de débitos",A,6000,7.68,0,0.07,N,8
jo3C4TDx-Ic6pC5MB5nxl-aydox3QJ3E5x-NfdP,23,72000,Hipotecada,5,Pessoal,D,12000,16.29,0,0.17,N,2
Jo4ubDlA-M4XxQPusrlek-04U9tEZxofXf-BoOp,25,45000,Alugada,1,Médico,B,10000,11.89,0,0.22,N,3
Jo5xfThM-Lrlb05aRo8JU-aQFBS5dZUthF-SorL,25,46500,Alugada,1,Educativo,B,6000,8.88,0,0.13,N,2
Jo6bG34P-DoIpTevhBdBw-XPG2ksP3g5tf-8Xli,25,70000,Alugada,2,Médico,C,7000,13.79,0,0.1,S,3
JoaIHyDZ-z34s9mUvy290-sTh4hfThKNFl-5ifq,36,65004,Alugada,3,Educativo,D,20000,15.33,1,0.31,N,15
JOaIWaJY-XL7Pv9BIrUHn-RJsSP1GdYh3g-Ozan,22,57400,Hipotecada,0,Educativo,A,10500,7.75,0,0.18,N,3
joasBHHA-vEYKIgt5gq2z-UtCy3AYUfGH6-DHrv,26,80000,Hipotecada,6,Pessoal,B,15000,12.53,0,0.19,N,3
jOb16LGN-MyTLycoxPpSP-JBYHnLX8s9On-SxSz,27,102000,Hipotecada,6,Empreendimento,A,10000,9.63,0,0.1,N,9
JobgvwmF-FIm1GLTtC0tw-zaoK91KOY4s6-R6LZ,22,66000,Hipotecada,6,Pessoal,A,12000,5.79,0,0.18,N,3
jODKFFdP-fGDGDgy5KPxY-5gl7L42oTYFU-rxx0,23,99500,Hipotecada,7,Educativo,D,25000,15.7,0,0.25,N,2
JOdQWEJR-5uwqYXfwYt1P-GaG7yrHv1D3f-nI30,29,40000,Alugada,7,Pessoal,A,11450,8.49,0,0.29,N,5
Joezq1nK-2tgUiFX2O6WD-WpWspGvzqlN4-IT6G,28,77544,Hipotecada,2,Pessoal,E,15000,16.63,0,0.19,S,5
jOgvPo2F-ZDdZr0ep7y3q-ZTokzS44meoL-z7t2,25,80004,Alugada,9,"Melhora do lar",C,20000,14.26,0,0.25,S,4
joIrr6sX-dfMdMofDbPY6-1HSk9Itcj3Ms-Gkrz,27,69996,Alugada,3,Educativo,D,10800,14.91,0,0.15,S,10
JOiSfdRd-PIWZcnHzXF2x-bdhKLykPSQS0-0Nwr,28,15360,Alugada,2,Pessoal,B,5375,9.91,1,0.35,N,5
joMDyRL7-BMNwlu24tlpB-R6jGXsPAF8Gs-kSh6,23,40000,Hipotecada,2,Médico,B,2000,10.99,0,0.05,N,4
jOn0cJOc-oClT7F8LHAqX-wHRvbzXlWOEk-ZA82,27,51298,Alugada,11,Empreendimento,B,1000,10.37,0,0.02,N,9
Joqa6mXJ-Aerb88DLHnR5-wQZDbrJHjBzW-KuK2,26,96050,Hipotecada,3,Médico,D,24000,15.28,1,0.21,S,2
jOrXvNKR-mZMgywQqUWjF-4L0RHnSUhSNA-cDcY,37,51000,Alugada,5,"Pagamento de débitos",A,1800,7.51,0,0.04,N,14
JOsQhX4P-f39iYPIap2I0-1NxLWwqjFuNv-gtfp,32,48000,Alugada,1,"Melhora do lar",D,8000,14.42,1,0.17,S,8
Jot9pqMt-5KvREufgZGUn-9yyyNdIL9o6B-wDyP,25,24000,Própria,0,Médico,A,7000,9.63,0,0.29,N,3
JOu5ig3U-FzI83C8o6JDR-glS094oKYco5-K0xd,24,38400,Alugada,8,Pessoal,E,3000,17.56,0,0.08,S,2
